GOSECSBJ,KISMODE,KISLEVEL,GOSECLQ_UK,GOSECMED_UK,GOSECUQ_UK,GOSECPOP_UK,GOSECLQ_E,GOSECMED_E,GOSECUQ_E,GOSECPOP_E,GOSECLQ_NI,GOSECMED_NI,GOSECUQ_NI,GOSECPOP_NI,GOSECLQ_S,GOSECMED_S,GOSECUQ_S,GOSECPOP_S,GOSECLQ_W,GOSECMED_W,GOSECUQ_W,GOSECPOP_W
CAH07-02-01,01,03,25000,29000,33000,2480,25000,29000,33000,2190,25000,27000,30500,30,24500,28000,31500,170,24000,28000,31000,80
CAH07-02-01,02,03,24000,27500,33000,50,24000,27000,33000,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-04,01,03,23000,26000,30000,1670,23000,26000,30500,1480,NA,NA,NA,NA,24000,25500,30000,110,23000,26500,28000,65
CAH07-04,02,03,23500,29500,36000,180,23500,28500,35000,145,NA,NA,NA,NA,23500,32000,39000,20,NA,NA,NA,NA
CAH07-04,02,04,31000,43000,47000,55,32000,45000,48000,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-04-01,02,03,24000,29500,36000,50,24000,29500,36000,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-04-02,01,03,22500,25000,28500,1250,22500,25000,28500,1095,NA,NA,NA,NA,24000,25000,28000,95,22000,26500,27500,55
CAH07-04-02,02,03,21000,24000,30000,45,22000,24000,30000,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-04-02,02,04,40000,46000,48000,35,43000,46000,51000,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-04-03,01,03,23000,24000,26500,30,23000,25000,30000,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-04-03,02,03,26000,32000,42000,40,25000,32000,40000,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-04-04,01,03,27000,31500,37000,380,27000,31500,37000,360,NA,NA,NA,NA,28500,32000,34000,10,NA,NA,NA,NA
CAH07-04-04,02,03,24000,29500,36000,45,24000,29500,36000,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH07-04-04,02,04,20000,23500,31500,15,22000,29000,33000,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH09,01,03,27000,31000,36000,4530,27000,31500,37000,3990,24000,27000,30000,90,25000,30000,33000,320,24500,28000,29500,120
CAH09,01,04,22000,24500,26000,15,22000,23500,26000,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH09,02,03,26000,31500,41000,250,28000,32000,42000,210,NA,NA,NA,NA,27000,32000,36500,25,NA,NA,NA,NA
CAH09,02,04,33000,55000,75000,35,35000,66000,88000,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH09-01,01,03,27000,31000,36000,4530,27000,31500,37000,3990,24000,27000,30000,90,25000,30000,33000,320,24500,28000,29500,120
CAH09-01,01,04,22000,24500,26000,15,22000,23500,26000,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH09-01,02,03,26000,31500,41000,250,28000,32000,42000,210,NA,NA,NA,NA,27000,32000,36500,25,NA,NA,NA,NA
CAH09-01,02,04,33000,55000,75000,35,35000,66000,88000,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH09-01-01,01,03,27000,31000,36000,4190,27000,31000,37000,3750,24000,27000,30000,80,25000,30000,33000,235,24500,28000,29500,120
CAH09-01-01,02,03,25000,31500,38000,220,27000,31500,40000,185,NA,NA,NA,NA,21500,32000,36500,20,NA,NA,NA,NA
CAH09-01-01,02,04,29000,52000,86000,20,33000,70000,100000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH09-01-02,01,03,29000,33500,41000,40,29000,33500,41000,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH09-01-02,01,04,23000,23500,26000,10,23000,23500,26000,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH09-01-03,01,03,27500,32500,37500,295,29500,34000,40000,200,NA,NA,NA,NA,25000,30000,33500,85,NA,NA,NA,NA
CAH09-01-03,02,03,32500,41500,87500,30,32500,41500,60000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH09-01-03,02,04,35000,55000,66000,20,35000,58000,86000,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10,01,03,28000,31500,35000,17395,28500,31500,35000,14295,27000,30000,33000,480,28500,31500,35000,2065,26500,30000,32000,520
CAH10,01,04,24000,30000,39500,425,24000,30000,38000,395,NA,NA,NA,NA,24500,29000,50000,15,25000,35000,42000,15
CAH10,02,03,33000,42000,53000,1820,33000,42500,54000,1505,33000,39000,43000,45,35000,43000,54000,180,35000,38000,46000,85
CAH10,02,04,35000,41000,50000,795,35000,42000,50000,650,NA,NA,NA,NA,34000,43000,70000,40,30000,38000,44500,100
CAH10-01,01,03,28500,31500,35000,16560,28500,32000,35000,13535,27000,30000,33000,480,28500,31500,35000,2020,26500,30000,32000,495
CAH10-01,01,04,24000,30000,39500,390,24000,30000,39000,365,NA,NA,NA,NA,24500,29000,34000,15,NA,NA,NA,NA
CAH10-01,02,03,33000,42000,53000,1780,33000,43000,54000,1470,33000,40000,43000,45,35000,43500,54000,175,35000,38000,46000,85
CAH10-01,02,04,35000,41000,50000,740,35000,42000,50000,600,NA,NA,NA,NA,31500,41000,61500,40,30000,38000,43500,95
CAH10-01-01,01,03,28000,32000,37000,1245,29000,32500,38000,1075,26500,30000,32000,60,25000,29000,32000,95,26000,29000,33500,15
CAH10-01-01,01,04,27000,33000,40000,125,27000,33000,40000,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-01-01,02,03,38000,46000,59000,505,38000,48000,60000,400,37000,41500,45000,25,35000,42500,60000,70,32000,37500,46000,15
CAH10-01-01,02,04,34000,41000,50500,255,33000,40500,50000,230,NA,NA,NA,NA,43000,53000,88000,10,NA,NA,NA,NA
CAH10-01-02,01,03,28000,31500,35000,4695,28500,31500,35000,3760,27000,30000,33000,140,28500,32000,35000,665,26500,30000,33000,130
CAH10-01-02,01,04,24000,27000,32000,50,24000,26000,30000,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-01-02,02,03,32000,40000,50000,420,31000,40000,50000,355,NA,NA,NA,NA,39000,42000,51000,35,35000,40000,43500,25
CAH10-01-02,02,04,35000,40000,48500,90,36000,40000,50000,75,NA,NA,NA,NA,NA,NA,NA,NA,29000,31000,43500,10
CAH10-01-03,01,03,28000,32000,35500,1060,28000,32000,36000,980,25000,27500,30000,20,28000,31500,34000,40,24000,25000,30000,20
CAH10-01-03,01,04,24000,26500,32000,20,25000,26500,32000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-01-03,02,03,32500,41000,53500,140,33000,42000,53000,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-01-03,02,04,36000,43000,50000,70,40000,45000,50000,40,NA,NA,NA,NA,NA,NA,NA,NA,36000,40000,46000,30
CAH10-01-04,01,03,28500,31500,35000,1880,28500,31500,35000,1695,25000,33000,35000,20,29500,32000,35000,110,27000,31000,33000,45
CAH10-01-04,01,04,24000,26000,31000,30,24000,26000,31000,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-01-04,02,03,30000,40000,52000,125,30000,40000,52000,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-01-04,02,04,41000,45000,50000,45,41000,45000,50000,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-01-05,01,03,30000,32500,35000,40,28000,30000,34000,20,NA,NA,NA,NA,31000,34000,35500,25,NA,NA,NA,NA
CAH10-01-06,01,03,26000,30000,34000,575,26000,30000,35000,480,27000,28500,31000,35,23500,29000,32000,35,24000,29000,30000,25
CAH10-01-06,02,04,28000,29000,34000,25,28000,30000,44000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-01-07,01,03,28500,30000,32500,2910,28500,30000,33000,2255,28000,30000,33000,105,28000,30000,32000,425,28500,30000,31500,125
CAH10-01-07,01,04,24000,28000,40000,60,24000,28000,40000,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-01-07,02,03,29000,37000,45500,260,28500,36000,46000,205,NA,NA,NA,NA,26500,39000,45500,20,36000,37000,46000,20
CAH10-01-07,02,04,30000,35500,45000,40,33000,42000,50000,25,NA,NA,NA,NA,NA,NA,NA,NA,22000,32000,36000,15
CAH10-01-08,01,03,29000,32500,37500,2340,29000,33000,38000,1810,27000,30500,36000,65,30000,32500,36000,370,26000,28500,30000,80
CAH10-01-08,01,04,24000,30000,43000,90,24000,30000,44000,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-01-08,02,03,36500,46000,55000,245,37000,46500,55000,190,NA,NA,NA,NA,36000,43000,55000,35,32000,47500,59000,15
CAH10-01-08,02,04,37000,42500,52000,180,38000,45000,53000,145,NA,NA,NA,NA,35000,40000,86000,10,28000,39500,42000,30
CAH10-01-09,01,03,30000,33000,36500,1790,30000,33000,37000,1455,27000,29500,32000,35,30000,34000,37000,245,27000,29000,34000,50
CAH10-01-09,02,03,35000,45000,64500,45,32000,40000,60000,35,NA,NA,NA,NA,50000,60000,86000,10,NA,NA,NA,NA
CAH10-01-09,02,04,38000,41000,44500,15,37000,41000,44500,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-01-10,01,03,28500,33000,45000,25,NA,NA,NA,NA,NA,NA,NA,NA,28000,31500,33000,10,NA,NA,NA,NA
CAH10-01-10,02,03,43000,50000,72000,35,43000,55000,72000,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03,01,03,25000,30000,35000,835,25000,30000,35000,765,NA,NA,NA,NA,24500,26000,31000,45,22000,29000,32000,25
CAH10-03,01,04,25000,28000,38000,35,24000,28000,38000,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03,02,03,32000,41500,45000,40,32000,41500,44000,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03,02,04,33500,44000,55000,60,32000,44000,50000,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03-01,02,03,40000,45000,80000,15,40000,42000,50000,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03-01,02,04,40000,45000,55000,50,34000,45000,55000,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03-02,01,03,29000,32000,36000,170,29000,32000,36000,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03-02,02,03,34000,39500,44000,10,34000,39500,44000,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03-03,01,03,22000,24500,28000,30,22000,24500,28000,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03-04,01,03,30000,33000,36500,65,30000,32000,36500,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03-04,01,04,28000,37000,40000,25,28000,34500,40000,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03-05,01,03,23500,26000,32000,25,23500,26000,32000,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03-06,01,03,24000,26500,30000,390,24000,27000,30000,345,NA,NA,NA,NA,24000,25000,28000,30,20000,28000,32000,15
CAH10-03-06,01,04,13000,23000,26500,10,13000,23000,26500,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03-06,02,03,30000,32000,41500,15,32000,33000,43000,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH10-03-07,01,03,30000,34000,40000,145,30000,34000,40000,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH11,01,03,25000,30000,36500,12255,25000,30000,37000,10135,25000,30000,33500,605,25000,30000,37500,1125,23500,27000,30000,365
CAH11,01,04,22000,24500,29000,270,22000,24500,29000,240,NA,NA,NA,NA,NA,NA,NA,NA,21000,25000,30000,25
CAH11,02,03,26000,33000,45000,975,26000,33000,45000,770,27000,32000,38500,90,30000,36000,49500,75,28000,31500,40000,40
CAH11,02,04,30000,38500,47000,170,30000,39000,50000,115,NA,NA,NA,NA,30000,42000,47000,45,NA,NA,NA,NA
CAH11-01,01,03,25000,30000,36500,12255,25000,30000,37000,10135,25000,30000,33500,605,25000,30000,37500,1125,23500,27000,30000,365
CAH11-01,01,04,22000,24500,29000,270,22000,24500,29000,240,NA,NA,NA,NA,NA,NA,NA,NA,21000,25000,30000,25
CAH11-01,02,03,26000,33000,45000,975,26000,33000,45000,770,27000,32000,38500,90,30000,36000,49500,75,28000,31500,40000,40
CAH11-01,02,04,30000,38500,47000,170,30000,39000,50000,115,NA,NA,NA,NA,30000,42000,47000,45,NA,NA,NA,NA
CAH11-01-01,01,03,27000,32000,40000,7620,27000,32000,40000,6420,25000,29500,33000,365,26000,32000,38500,640,25000,28000,31000,175
CAH11-01-01,01,04,21500,24000,28500,225,22000,24000,29000,200,NA,NA,NA,NA,NA,NA,NA,NA,19500,25000,26000,15
CAH11-01-01,02,03,26000,30000,39000,325,25000,30000,39500,265,26500,32500,40000,45,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-01,02,04,34000,42000,53000,40,34000,40000,53000,30,NA,NA,NA,NA,42000,47000,58000,10,NA,NA,NA,NA
CAH11-01-02,01,03,24500,27500,32500,350,24000,27000,32500,260,26000,28000,34000,35,25000,28500,31000,55,NA,NA,NA,NA
CAH11-01-02,02,03,28000,37000,50000,470,28000,37500,50000,360,27500,31000,37000,25,30000,39500,56000,60,28000,33500,50000,25
CAH11-01-02,02,04,28000,36000,45000,115,28000,37500,46000,75,NA,NA,NA,NA,30000,40000,45000,30,NA,NA,NA,NA
CAH11-01-03,01,03,24000,27000,32000,255,25000,28000,33000,185,24000,26500,30000,40,NA,NA,NA,NA,21000,26000,30000,25
CAH11-01-03,02,03,35000,40000,45000,25,38500,40000,45000,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-04,01,03,25000,30000,35000,1795,25000,30000,35000,1355,30000,32000,35000,115,26000,31000,38000,240,23500,26500,32000,80
CAH11-01-04,02,03,25000,32000,36500,65,25000,29500,38000,50,32000,32000,32000,10,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-05,01,03,30000,34000,40000,150,30000,34000,40000,130,NA,NA,NA,NA,26000,34000,38000,10,NA,NA,NA,NA
CAH11-01-06,01,03,22000,25000,29000,1365,22000,25000,29000,1220,NA,NA,NA,NA,22000,24500,28000,90,20000,24000,26000,45
CAH11-01-06,01,04,23000,26000,30000,25,23000,25500,28500,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-06,02,03,22000,25000,31000,50,22000,25000,31000,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-07,01,03,25000,28000,33500,325,25000,28500,34000,250,25500,28000,32000,40,25500,27500,30000,25,NA,NA,NA,NA
CAH11-01-07,02,03,33000,38000,75000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH11-01-08,01,03,24000,29500,34000,395,24000,29500,35000,310,NA,NA,NA,NA,25000,30000,33000,55,22000,26000,29000,25
CAH11-01-08,02,03,25000,27000,31000,20,25000,27000,29000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH13,01,03,24000,27500,31000,4525,24000,27500,31000,3775,24000,27000,30000,175,24500,27000,30000,435,23500,26000,31000,140
CAH13,01,04,26000,29500,32000,165,26000,29500,32500,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH13,02,03,35000,43000,53000,995,35000,45000,55000,760,30000,32000,37000,35,35000,40000,48000,140,35000,42000,48000,60
CAH13,02,04,29500,38000,47000,110,31500,40000,48000,85,NA,NA,NA,NA,24000,25000,26000,10,33000,36000,43000,20
CAH13-01,01,03,24000,27500,31000,4525,24000,27500,31000,3775,24000,27000,30000,175,24500,27000,30000,435,23500,26000,31000,140
CAH13-01,01,04,26000,29500,32000,165,26000,29500,32500,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01,02,03,35000,43000,53000,995,35000,45000,55000,760,30000,32000,37000,35,35000,40000,48000,140,35000,42000,48000,60
CAH13-01,02,04,29500,38000,47000,110,31500,40000,48000,85,NA,NA,NA,NA,24000,25000,26000,10,33000,36000,43000,20
CAH13-01-01,01,03,23000,25000,27500,2095,23000,25000,27500,1800,21000,23500,26000,50,23000,25000,28000,185,23000,23500,27000,55
CAH13-01-01,01,04,27500,30000,32000,120,28000,30000,32000,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-01,02,03,24000,28000,36000,110,24000,28000,36000,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-01,02,04,27500,30000,40000,15,27500,30000,40000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-02,01,03,27000,30000,35000,1920,27500,30000,35000,1570,27000,30000,35000,95,26000,30000,34000,195,26000,30000,35000,55
CAH13-01-02,01,04,24000,28000,34000,30,24000,26500,34000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-02,02,03,36000,45000,55000,855,38000,47000,56000,645,30000,34000,37500,25,35000,42000,49000,130,38500,43000,49000,55
CAH13-01-02,02,04,30000,38000,45000,85,35000,40000,48000,60,NA,NA,NA,NA,24000,25000,26000,10,33000,33500,43000,20
CAH13-01-03,01,03,24000,25000,28500,75,23500,25500,29000,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-04,01,03,25000,28500,32000,435,25000,29000,32000,335,24000,26500,32500,25,25500,28000,32000,45,23500,26000,30000,25
CAH13-01-04,01,04,21000,24000,24500,15,22000,24000,28000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-04,02,03,27000,31000,35000,30,24000,31000,37000,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH13-01-04,02,04,29000,51500,57000,10,29000,51500,57000,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15,01,03,24000,28500,34000,26230,24000,29000,34000,22905,22500,26000,30000,755,24000,28000,33500,1605,23000,26000,31000,910
CAH15,01,04,22000,30000,33000,1290,23000,30000,33000,1170,NA,NA,NA,NA,NA,NA,NA,NA,19500,22000,28000,110
CAH15,02,03,25000,31000,36000,2005,24500,30000,35000,1465,22500,27500,34000,110,29000,34000,39000,325,25000,32000,35500,105
CAH15,02,04,26000,31000,36000,920,25000,31000,33000,610,24000,30000,36000,20,27000,32000,42000,110,28000,37000,40000,185
CAH15-01,01,03,22500,25000,29500,9050,23000,25500,30000,7805,20000,22500,25000,185,22000,25000,29000,645,21500,24000,28000,395
CAH15-01,01,04,27000,30000,33000,265,28000,30000,33000,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01,02,03,24000,27500,34500,400,23500,27000,34000,330,21500,25000,40000,15,27000,29500,34500,30,21000,27500,40000,25
CAH15-01,02,04,30000,32000,33000,190,30000,32000,33000,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-01,01,03,22500,26000,30000,580,23000,27500,32000,320,NA,NA,NA,NA,22000,25000,30000,225,22000,24000,28000,40
CAH15-01-01,02,03,24000,28000,35000,85,24000,28000,36000,60,NA,NA,NA,NA,28000,29500,34500,20,NA,NA,NA,NA
CAH15-01-01,02,04,26000,32000,35000,25,26000,32000,34000,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-02,01,03,22500,25000,29000,6895,22500,25000,29000,6195,20000,22500,25000,140,22000,25000,29000,250,22000,24000,28000,295
CAH15-01-02,01,04,17500,24000,28000,55,17500,24000,28000,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-02,02,03,24000,27000,35000,280,24000,27000,35000,240,20000,27500,48000,15,NA,NA,NA,NA,25000,31000,40000,15
CAH15-01-02,02,04,30000,32000,32500,155,30000,32000,32500,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-03,01,03,22500,26000,30000,925,23000,26000,31000,695,20000,22000,24000,35,23000,26000,29000,135,21500,25000,29000,55
CAH15-01-03,01,04,29000,31000,34000,205,30000,31000,34000,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-03,02,03,22500,26000,30000,20,22500,26000,29000,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-04,01,03,23500,27000,30000,425,24000,27000,31000,380,NA,NA,NA,NA,22000,24000,26500,35,NA,NA,NA,NA
CAH15-01-05,01,03,24000,27000,31000,200,24000,27000,31000,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-01-06,01,03,23000,25000,28000,30,23000,25000,28000,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-02,01,03,28000,32000,39000,6745,28000,33000,40000,6250,24000,26000,29000,145,25000,30000,33500,235,25000,28000,31000,95
CAH15-02,02,03,24000,31000,43000,90,24000,31000,43000,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-02,02,04,50000,56000,70000,20,52000,56000,62000,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-02-01,01,03,28000,32000,39000,6745,28000,33000,40000,6250,24000,26000,29000,145,25000,30000,33500,235,25000,28000,31000,95
CAH15-02-01,02,03,24000,31000,43000,90,24000,31000,43000,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-02-01,02,04,50000,56000,70000,20,52000,56000,62000,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-03,01,03,24000,28000,32500,4725,25000,28000,33000,4175,22500,24500,26000,95,24000,27000,31500,320,22500,24000,27500,125
CAH15-03,01,04,20000,24500,30500,100,20000,25000,30500,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-03,02,03,29000,37000,49000,195,29000,38000,50000,170,NA,NA,NA,NA,30000,32000,46000,20,NA,NA,NA,NA
CAH15-03-01,01,03,24000,28000,32500,4725,25000,28000,33000,4175,22500,24500,26000,95,24000,27000,31500,320,22500,24000,27500,125
CAH15-03-01,01,04,20000,24500,30500,100,20000,25000,30500,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH15-03-01,02,03,29000,37000,49000,195,29000,38000,50000,170,NA,NA,NA,NA,30000,32000,46000,20,NA,NA,NA,NA
CAH15-04,01,03,24000,30000,35000,5705,24000,30000,34000,4675,25000,29000,33500,330,30000,37000,41000,405,25000,32000,35000,295
CAH15-04,01,04,22000,28500,33000,915,22500,30000,33000,815,NA,NA,NA,NA,NA,NA,NA,NA,19500,22000,28000,100
CAH15-04,02,03,25000,31000,35000,1320,25000,30000,34000,880,22500,27000,33500,90,29000,34000,39000,275,30000,33000,35000,80
CAH15-04,02,04,25000,31000,37000,700,22000,30000,33000,410,23000,29000,34000,10,27000,31000,40000,95,28000,37000,40000,180
CAH15-04-01,01,03,30000,33000,36000,3530,30000,33000,36000,2775,27000,30000,34000,250,35000,39000,41000,315,31500,34000,36000,185
CAH15-04-01,01,04,30000,32000,33000,520,30000,32000,33000,495,NA,NA,NA,NA,NA,NA,NA,NA,32000,33000,35000,25
CAH15-04-01,02,03,31000,33000,36000,500,30500,32000,34500,330,30000,33000,34000,40,35500,38000,40000,70,32000,33000,36000,60
CAH15-04-01,02,04,27000,31000,33000,260,30000,31500,33000,185,NA,NA,NA,NA,30000,40000,45000,25,25000,27000,30000,40
CAH15-04-02,01,03,20000,24000,28000,1225,20000,24000,28000,1050,16000,22000,30000,45,24000,27500,32000,80,18000,24000,27000,55
CAH15-04-02,01,04,16000,22000,25000,160,16500,22000,25000,135,NA,NA,NA,NA,NA,NA,NA,NA,15000,19500,24000,25
CAH15-04-02,02,03,22000,28000,33000,555,21000,28000,31000,340,15000,22500,24000,35,28000,32000,38000,175,NA,NA,NA,NA
CAH15-04-02,02,04,19500,25000,28500,155,18000,22000,27000,120,NA,NA,NA,NA,27000,29000,32500,25,NA,NA,NA,NA
CAH15-04-03,01,03,21000,24500,29000,950,20000,24000,28500,845,22000,24000,26000,35,23000,32500,34000,15,22000,25500,29000,55
CAH15-04-03,01,04,20000,23000,26000,235,20000,23000,26000,185,NA,NA,NA,NA,NA,NA,NA,NA,20000,22000,23500,50
CAH15-04-03,02,03,24000,30000,36000,270,24000,30000,37000,215,25000,28000,40000,15,25000,30000,34000,30,19000,24000,29500,10
CAH15-04-03,02,04,26000,37000,40000,285,23000,30000,40000,105,NA,NA,NA,NA,25000,31000,39000,45,35000,38000,41000,135
CAH16,01,03,22500,25000,29500,9630,22500,25000,30000,7980,22000,24000,25000,245,23000,24500,27500,865,22000,24000,28000,520
CAH16,01,04,24500,30000,34500,265,24500,30000,35000,225,NA,NA,NA,NA,NA,NA,NA,NA,24500,30000,32000,30
CAH16,02,03,25000,32000,46000,660,25000,32000,45000,530,25000,28000,30000,20,28500,45000,53000,70,22500,30000,37500,40
CAH16,02,04,29000,31000,32500,1475,29000,31000,32000,1405,NA,NA,NA,NA,NA,NA,NA,NA,25500,30000,33000,60
CAH16-01,01,03,22500,25000,29500,9630,22500,25000,30000,7980,22000,24000,25000,245,23000,24500,27500,865,22000,24000,28000,520
CAH16-01,01,04,24500,30000,34500,265,24500,30000,35000,225,NA,NA,NA,NA,NA,NA,NA,NA,24500,30000,32000,30
CAH16-01,02,03,25000,32000,46000,660,25000,32000,45000,530,25000,28000,30000,20,28500,45000,53000,70,22500,30000,37500,40
CAH16-01,02,04,29000,31000,32500,1475,29000,31000,32000,1405,NA,NA,NA,NA,NA,NA,NA,NA,25500,30000,33000,60
CAH16-01-01,01,03,22500,25000,29500,9630,22500,25000,30000,7980,22000,24000,25000,245,23000,24500,27500,865,22000,24000,28000,520
CAH16-01-01,01,04,24500,30000,34500,265,24500,30000,35000,225,NA,NA,NA,NA,NA,NA,NA,NA,24500,30000,32000,30
CAH16-01-01,02,03,25000,32000,46000,660,25000,32000,45000,530,25000,28000,30000,20,28500,45000,53000,70,22500,30000,37500,40
CAH16-01-01,02,04,29000,31000,32500,1475,29000,31000,32000,1405,NA,NA,NA,NA,NA,NA,NA,NA,25500,30000,33000,60
CAH17,01,03,24000,27000,32000,28185,24000,27500,32000,24275,23000,25000,28000,775,24000,26000,30000,2370,23000,25000,28500,695
CAH17,01,04,22000,25000,32000,1485,22000,26000,32000,1390,NA,NA,NA,NA,21500,23000,26500,40,20000,22000,25000,55
CAH17,02,03,26500,35000,48000,2050,26000,35000,49000,1675,23500,28000,35000,75,30000,35000,51000,225,27000,34000,45000,75
CAH17,02,04,28000,34000,43500,685,27500,33500,44500,565,30000,35000,38000,10,29000,35500,49000,65,30000,32500,38000,45
