LEO3SECSBJ,KISMODE,KISLEVEL,LEO3SECPOP_UK,LEO3LQ_UK,LEO3MED_UK,LEO3UQ_UK,LEO3SECPOP_E,LEO3LQ_E,LEO3MED_E,LEO3UQ_E,LEO3SECPOP_NW,LEO3LQ_NW,LEO3MED_NW,LEO3UQ_NW,LEO3SECPOP_NE,LEO3LQ_NE,LEO3MED_NE,LEO3UQ_NE,LEO3SECPOP_EM,LEO3LQ_EM,LEO3MED_EM,LEO3UQ_EM,LEO3SECPOP_WM,LEO3LQ_WM,LEO3MED_WM,LEO3UQ_WM,LEO3SECPOP_EE,LEO3LQ_EE,LEO3MED_EE,LEO3UQ_EE,LEO3SECPOP_SE,LEO3LQ_SE,LEO3MED_SE,LEO3UQ_SE,LEO3SECPOP_SW,LEO3LQ_SW,LEO3MED_SW,LEO3UQ_SW,LEO3SECPOP_YH,LEO3LQ_YH,LEO3MED_YH,LEO3UQ_YH,LEO3SECPOP_LN,LEO3LQ_LN,LEO3MED_LN,LEO3UQ_LN,LEO3SECPOP_W,LEO3LQ_W,LEO3MED_W,LEO3UQ_W,LEO3SECPOP_CF,LEO3LQ_CF,LEO3MED_CF,LEO3UQ_CF,LEO3SECPOP_S,LEO3LQ_S,LEO3MED_S,LEO3UQ_S,LEO3SECPOP_ED,LEO3LQ_ED,LEO3MED_ED,LEO3UQ_ED,LEO3SECPOP_GL,LEO3LQ_GL,LEO3MED_GL,LEO3UQ_GL
CAH19-04-06,02,04,15,11500,18000,23500,15,11500,18000,23500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH19-04-07,01,03,190,20000,26500,32000,180,20000,26500,32000,25,15500,19500,26500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,26000,28000,32000,NA,NA,NA,NA,NA,NA,NA,NA,85,21500,29000,33500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH19-04-08,01,03,820,19500,24000,29500,780,19500,24500,29500,60,18500,22500,27500,NA,NA,NA,NA,65,17500,22500,26500,60,18500,22500,26000,105,19500,25000,29500,170,19500,24000,28500,45,19000,23000,27000,60,18000,21500,25500,210,23000,27000,33000,30,19000,20500,24000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH19-04-09,01,03,1565,21500,26500,33500,1445,22000,27000,34000,110,18000,23500,30500,25,20000,25000,28000,100,20000,24000,27000,90,21000,25000,30000,150,22500,26500,33000,290,21500,27000,34000,120,20500,26000,33000,95,18500,23500,29500,465,25500,30500,38500,30,18500,22500,26500,NA,NA,NA,NA,75,17000,22000,28000,25,17000,23500,28000,NA,NA,NA,NA
CAH19-04-09,02,03,265,14500,23000,33000,240,14000,23500,32500,15,18500,24000,32000,NA,NA,NA,NA,NA,NA,NA,NA,20,11500,25000,28000,30,14000,22000,35500,45,18000,25500,39500,35,14000,18500,27500,35,17000,21500,29500,40,12500,27500,43500,NA,NA,NA,NA,NA,NA,NA,NA,15,17000,23500,35000,NA,NA,NA,NA,NA,NA,NA,NA
CAH19-04-09,02,04,410,14500,24000,36000,400,15000,24000,36000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,14000,24000,36000,15,20000,26000,30500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH20,01,03,19490,19000,24000,29500,17600,19500,24500,30000,1905,17000,21500,25500,535,16500,21000,25000,1010,18000,22500,26500,1385,18000,22500,26500,1985,20000,24500,30500,3245,20000,25500,30500,1465,18000,22500,27500,1455,17000,21000,25500,4615,23500,28500,35500,800,17000,20500,24500,150,18000,22000,26000,1005,17000,21500,27500,260,18000,23500,28000,155,17000,21000,25500
CAH20,01,04,205,13000,19500,28500,170,12500,20000,30500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11000,22500,26000,35,13000,22500,31500,25,10500,17000,25500,NA,NA,NA,NA,45,15000,28500,35000,20,14000,18500,22500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH20,02,03,1205,14500,22500,31000,1035,14000,22000,31500,85,15500,22500,29500,40,12500,20000,27000,85,16500,21000,30500,120,14000,20500,25000,125,12500,22500,33500,180,14500,23500,34000,120,11500,21000,30500,100,14000,21000,30000,175,17000,26000,37000,75,13000,21500,27500,NA,NA,NA,NA,80,17500,25000,30500,NA,NA,NA,NA,NA,NA,NA,NA
CAH20,02,04,585,11500,22500,36500,555,11500,22500,36500,90,10000,18000,32000,NA,NA,NA,NA,15,10000,23500,27500,30,8500,18500,27500,30,14500,25000,45500,85,11000,24500,41000,60,10000,22000,36000,125,11000,21000,36500,115,16500,29000,43500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH20-01,01,03,15235,19000,24000,29500,13780,19500,24500,30000,1480,17000,21500,25500,470,17000,21000,25000,815,18500,22500,26500,1060,18500,22500,26500,1610,20000,24500,30000,2550,20000,25500,30500,1145,18000,22500,27500,1145,17000,21000,25500,3500,23500,28500,35000,620,17000,20000,24500,115,18000,21000,26000,780,17000,21500,27000,210,18000,23500,29500,115,17000,21000,26000
CAH20-01,01,04,95,12500,18500,28500,75,13000,20000,30500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,18500,28500,35000,15,9000,15500,20000,NA,NA,NA,NA,NA,NA,NA,NA,15,11000,18000,21000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH20-01,02,03,890,14000,22000,31000,790,14000,21500,31000,60,15500,23500,31000,30,12500,18000,26500,75,16500,20500,30500,90,14000,20500,24500,100,12000,22500,33000,145,13500,21500,31500,95,10500,19500,30500,80,14500,20500,29500,120,17500,26000,37000,40,17000,23000,34500,NA,NA,NA,NA,50,16000,24500,30000,NA,NA,NA,NA,NA,NA,NA,NA
CAH20-01,02,04,220,11000,22500,37000,210,11000,23500,37500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,18000,25000,45500,45,6000,15500,37000,25,9000,18500,29000,NA,NA,NA,NA,95,16000,28500,44500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH20-01-01,01,03,12000,19000,24000,29500,10780,19500,24500,30000,1210,17500,22000,26000,400,17000,21500,25500,695,18500,23000,26500,890,18500,22500,26500,1260,20000,24500,30500,1920,20500,25500,31000,870,18500,22500,27000,960,17000,21500,25500,2575,24000,29000,35500,540,17000,20500,24500,110,18000,21500,26000,635,17000,22500,28000,155,19000,24000,30000,95,16500,21000,25500
CAH20-01-01,01,04,70,13000,19500,29500,55,13500,22500,33500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,18500,29500,35000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH20-01-01,02,03,770,14500,22000,31000,675,14000,21500,31000,55,15000,23000,34500,30,9500,18000,32500,60,17000,21000,32000,80,14000,20500,24000,90,12500,22500,32500,125,13000,23500,32000,80,10500,20000,30500,65,14500,20500,30000,90,17000,27000,37500,35,17000,22500,34500,NA,NA,NA,NA,45,16000,25000,30000,NA,NA,NA,NA,NA,NA,NA,NA
CAH20-01-01,02,04,95,13000,21500,31000,90,13000,21500,31500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,14500,20500,32500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,15000,26000,33500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH20-01-02,01,03,975,19500,24500,29000,900,19500,24500,29000,45,14000,20000,25000,NA,NA,NA,NA,30,19000,23000,25000,30,14000,22000,26500,95,19500,24500,27500,185,19500,24000,28500,70,16000,22000,27500,45,16500,19500,25000,390,22500,26500,31500,NA,NA,NA,NA,NA,NA,NA,NA,65,16000,21000,26000,25,15000,21000,27500,NA,NA,NA,NA
CAH20-01-02,02,03,30,12000,20500,26500,30,12000,20500,26500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,16500,23000,32000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH20-01-02,02,04,80,10000,30000,49500,80,10000,31000,49500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3500,15500,39000,NA,NA,NA,NA,NA,NA,NA,NA,45,20500,35500,70500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH20-01-03,01,03,845,17000,21000,26500,780,17000,21000,26500,85,14500,19000,22500,35,16000,20500,24000,45,18000,20500,23000,55,19000,21500,27500,100,17500,21500,26500,155,18000,22000,28000,105,16000,20500,26000,80,14000,19000,23000,115,20500,27000,33500,20,14000,17500,21000,NA,NA,NA,NA,40,16500,18500,21500,NA,NA,NA,NA,NA,NA,NA,NA
CAH20-01-03,02,03,65,16000,21000,29000,60,16000,20000,29000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH20-01-03,02,04,40,10000,15500,33000,35,10000,15500,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,8000,15500,33000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH20-01-05,01,03,1405,19500,25000,31500,1315,20000,25500,32000,135,18000,22500,26500,25,16000,19000,23000,45,15500,22500,28000,90,17500,22000,26500,155,20000,24500,30000,295,20500,26500,32000,100,18500,24500,29000,55,18000,21000,25500,415,24500,29000,37500,40,13500,18500,23500,NA,NA,NA,NA,45,17000,21500,26500,20,17000,21500,27000,NA,NA,NA,NA
CAH20-01-05,02,03,25,8500,18500,36000,25,8500,18500,36000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH20-02,01,03,4260,18500,24000,30000,3820,19000,24500,30500,425,16500,21500,25500,60,15500,22500,26500,195,17000,22000,26500,330,17000,22000,26500,375,20000,25000,31500,695,20000,25000,30500,320,17500,22500,27500,310,16000,21000,26000,1115,22500,29000,36500,185,17000,21000,25000,35,17500,23500,26500,225,16500,21000,27500,50,17500,21000,26500,40,16500,20000,25000
CAH20-02,01,04,115,13000,20000,28000,100,12500,20000,30500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,12500,20000,30500,NA,NA,NA,NA,NA,NA,NA,NA,35,12500,20500,33000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH20-02,02,03,315,14500,23000,32500,245,15500,23000,33500,25,16000,21000,29500,NA,NA,NA,NA,NA,NA,NA,NA,35,14500,21000,26500,25,15500,26000,35000,35,21000,26500,43500,25,11500,22500,31000,25,11000,21500,30500,55,14500,26500,39000,40,12500,21000,24500,NA,NA,NA,NA,30,20000,26500,33500,NA,NA,NA,NA,NA,NA,NA,NA
CAH20-02,02,04,365,11500,21500,36000,345,11500,22500,36500,85,10000,18500,31500,NA,NA,NA,NA,NA,NA,NA,NA,15,18500,21000,27500,NA,NA,NA,NA,45,17000,27000,44000,35,10000,24500,39500,115,11000,20500,36000,25,19000,30500,41000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH20-02-01,01,03,2520,19500,25000,32000,2330,20000,25500,33000,230,17000,22000,27000,30,16000,22000,27000,100,19000,23000,29000,155,18500,22500,28000,245,20500,26000,33000,445,21000,26500,32500,195,17000,23000,28500,160,16500,22000,27500,775,23500,29500,37500,50,17000,21000,26500,15,18500,25000,28500,130,14500,20500,26500,35,17000,21000,26500,25,16000,20000,25000
CAH20-02-01,02,03,110,18500,26500,37000,100,19000,26500,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20500,30000,41000,NA,NA,NA,NA,NA,NA,NA,NA,25,15500,32000,45000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH20-02-02,01,03,1740,17500,22500,27000,1490,17500,23000,27500,195,16000,20500,24000,30,15500,22500,26500,95,15000,21500,25000,175,16500,21000,25000,130,19500,24000,27500,245,19000,24000,28000,125,18500,22500,26500,150,15500,20500,25000,340,21000,26500,33000,130,17000,21000,24500,20,17500,23500,24500,95,17000,22500,27500,20,18500,21000,25500,15,16500,21000,26500
CAH20-02-02,01,04,110,13000,20000,27500,95,13000,19500,29000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,12500,20000,30500,NA,NA,NA,NA,NA,NA,NA,NA,35,14500,20500,33000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH20-02-02,02,03,205,13000,22000,28000,145,13500,22000,28000,15,11500,21000,25000,NA,NA,NA,NA,NA,NA,NA,NA,25,13500,20500,25500,NA,NA,NA,NA,20,21000,25500,46000,NA,NA,NA,NA,15,10500,21000,25500,30,13500,23000,33000,35,12500,21500,26500,NA,NA,NA,NA,20,20000,26500,33500,NA,NA,NA,NA,NA,NA,NA,NA
CAH20-02-02,02,04,360,11500,22000,36000,345,11500,22500,36500,85,10000,18500,31500,NA,NA,NA,NA,NA,NA,NA,NA,15,18500,21000,27500,NA,NA,NA,NA,45,17000,27000,44000,35,10000,24500,39500,115,11000,20500,36000,20,20000,30500,41000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH22,01,03,24555,17000,24000,26500,21000,17000,24000,26500,3340,16500,22500,26000,930,17000,23500,26000,2110,17000,23000,26000,2415,16000,23000,26000,1885,18500,25000,27000,2885,19500,25500,27500,2130,17000,23000,26000,2490,16500,23000,26500,2815,18000,25500,30000,1680,14500,20000,24000,155,15000,19500,24500,1695,26000,27500,31000,170,25500,29000,31000,190,25500,27500,31000
CAH22,01,04,5360,15000,22500,28000,5155,15000,22500,27500,415,13500,18500,25000,220,15000,21000,26500,430,15500,22500,26000,395,12000,17000,23000,345,17000,23500,28000,990,19500,26000,29000,690,12000,18000,23000,465,12500,17000,22500,1205,18500,28000,33000,120,15500,19000,24500,NA,NA,NA,NA,75,19500,30500,31500,NA,NA,NA,NA,NA,NA,NA,NA
CAH22,02,03,4280,14500,21000,26500,3680,14500,21000,26000,530,14000,20000,25000,230,14500,19500,24500,285,13000,19500,25000,530,14000,19000,25000,355,15000,22500,26500,630,15500,22500,27000,225,14000,19500,25000,420,15000,21500,25500,480,15000,23000,29500,155,13000,19000,24500,NA,NA,NA,NA,400,19000,26500,32000,40,19500,26000,31000,60,20000,26500,30500
CAH22,02,04,7040,15000,22000,29000,5890,15000,21500,28000,955,15000,21000,28000,600,15000,21000,26500,375,14500,21000,27000,940,13500,19000,25500,565,15500,23500,30000,1140,16000,22500,30000,320,13500,20000,28000,425,13500,19500,24500,570,17000,26500,32000,875,15500,22500,31000,85,14500,21000,26500,250,24500,34500,38000,NA,NA,NA,NA,15,19500,35500,36500
CAH22-01,01,03,24555,17000,24000,26500,21000,17000,24000,26500,3340,16500,22500,26000,930,17000,23500,26000,2110,17000,23000,26000,2415,16000,23000,26000,1885,18500,25000,27000,2885,19500,25500,27500,2130,17000,23000,26000,2490,16500,23000,26500,2815,18000,25500,30000,1680,14500,20000,24000,155,15000,19500,24500,1695,26000,27500,31000,170,25500,29000,31000,190,25500,27500,31000
CAH22-01,01,04,5360,15000,22500,28000,5155,15000,22500,27500,415,13500,18500,25000,220,15000,21000,26500,430,15500,22500,26000,395,12000,17000,23000,345,17000,23500,28000,990,19500,26000,29000,690,12000,18000,23000,465,12500,17000,22500,1205,18500,28000,33000,120,15500,19000,24500,NA,NA,NA,NA,75,19500,30500,31500,NA,NA,NA,NA,NA,NA,NA,NA
CAH22-01,02,03,4280,14500,21000,26500,3680,14500,21000,26000,530,14000,20000,25000,230,14500,19500,24500,285,13000,19500,25000,530,14000,19000,25000,355,15000,22500,26500,630,15500,22500,27000,225,14000,19500,25000,420,15000,21500,25500,480,15000,23000,29500,155,13000,19000,24500,NA,NA,NA,NA,400,19000,26500,32000,40,19500,26000,31000,60,20000,26500,30500
CAH22-01,02,04,7040,15000,22000,29000,5890,15000,21500,28000,955,15000,21000,28000,600,15000,21000,26500,375,14500,21000,27000,940,13500,19000,25500,565,15500,23500,30000,1140,16000,22500,30000,320,13500,20000,28000,425,13500,19500,24500,570,17000,26500,32000,875,15500,22500,31000,85,14500,21000,26500,250,24500,34500,38000,NA,NA,NA,NA,15,19500,35500,36500
CAH22-01-01,01,03,11775,14500,20000,24000,10290,15000,20000,24500,1325,14000,18500,23500,285,13500,17000,23000,1165,15500,20500,24000,1315,14000,19000,24000,975,15500,21500,25000,1135,16000,21500,25000,1115,15000,20000,24000,1170,14500,19000,23500,1805,15500,21500,27500,1160,13500,18500,22500,120,14500,18500,23500,245,18000,22500,27000,20,20000,23000,26500,25,18500,25500,29000
CAH22-01-01,01,04,2385,12500,17500,22500,2340,12500,17500,22500,165,12000,17000,20000,20,13000,17500,21000,255,13500,18500,23500,295,11000,15000,20500,100,13500,20000,23000,300,14500,20500,24000,505,11500,16500,22500,370,12000,15500,20000,330,15000,21000,25500,45,14000,16500,20500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH22-01-01,02,03,3455,14000,20500,26000,3000,14000,20000,25500,445,13500,19500,25000,145,14000,20000,24500,260,13000,19500,24000,450,13500,18500,24000,310,14000,22000,26000,490,14500,21500,26000,175,13000,19000,25000,290,14000,20000,25000,435,14500,22500,29000,145,13000,19000,24500,NA,NA,NA,NA,270,19000,25500,33000,35,20000,26500,31000,25,17500,26500,34000
CAH22-01-01,02,04,3540,13500,19000,25500,2995,13500,18500,25000,325,13000,17000,22500,230,12500,17000,23500,185,14000,18500,23000,565,12500,17000,22500,260,13500,18000,25000,700,14500,21000,28500,170,11000,17500,24500,215,13000,18000,22500,340,16500,24500,30000,485,15000,21500,32000,45,14000,20500,26500,45,18500,27500,34500,NA,NA,NA,NA,NA,NA,NA,NA
CAH22-01-02,01,03,12780,22500,26000,28000,10710,22500,26000,27500,2015,19000,25000,26500,645,20500,25000,26500,945,21500,26000,26500,1100,22500,26000,26500,915,24500,26500,28000,1750,24000,26500,28000,1010,22000,26000,26500,1320,21000,26000,26500,1010,27000,29500,32000,525,18500,24000,26500,35,20500,24500,26000,1450,27500,28500,31000,150,27000,30000,31000,165,27500,28000,31000
CAH22-01-02,01,04,2975,19500,26500,31000,2815,19500,26500,31000,250,14500,21500,26500,200,15000,21000,26500,175,20500,26000,26500,100,20000,26000,28500,245,18500,25500,30000,690,23500,27000,30500,185,16500,24500,27500,95,16000,23500,27000,880,22000,30500,34000,75,16500,21000,26500,NA,NA,NA,NA,70,22000,30500,32000,NA,NA,NA,NA,NA,NA,NA,NA
CAH22-01-02,02,03,825,17500,25000,28500,680,17500,25000,28000,85,17000,25000,26500,85,14500,19000,24000,25,19000,26000,32000,80,20000,26000,28000,45,20000,25500,31000,140,19000,25500,29000,45,17000,23500,26500,130,17000,24000,26500,40,21500,28000,30500,NA,NA,NA,NA,NA,NA,NA,NA,135,19000,26500,31000,NA,NA,NA,NA,35,21000,26500,30500
CAH22-01-02,02,04,3500,17500,24500,31500,2900,17000,24500,30500,630,17000,24000,30500,370,18000,23000,29500,190,16500,24000,29000,380,16000,24000,30000,305,19000,27000,32000,440,18500,25000,31500,145,16500,24500,32000,210,15000,22000,27500,235,20000,28000,34500,390,16500,23000,30500,40,15500,21500,26500,205,27500,35000,38500,NA,NA,NA,NA,NA,NA,NA,NA
CAH23,01,03,840,19500,26500,33500,755,21000,27000,34500,90,17000,22500,28500,40,19500,21000,24500,50,18000,22000,29500,35,20500,27500,35000,85,23000,27500,34000,115,23500,29500,37000,80,17000,27000,36000,65,16000,22500,28000,200,25500,30500,39500,30,13000,19500,28000,NA,NA,NA,NA,50,16500,22500,26500,20,13000,20000,25000,NA,NA,NA,NA
CAH23,01,04,80,15500,18500,24000,30,16500,23000,27500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,15500,18500,23500,NA,NA,NA,NA,NA,NA,NA,NA
CAH23,02,03,4230,13500,23000,33000,3660,13500,23000,33000,360,11500,21500,31000,95,14500,22000,33000,335,13000,22500,31500,305,14000,23500,34000,595,13500,22500,32000,750,14000,24000,35000,495,12500,21500,30000,290,14500,23000,30500,445,15500,27000,36500,180,13000,21500,29000,20,9000,24500,37000,315,15500,25000,34000,45,13000,21500,33000,20,18500,28500,36500
CAH23,02,04,760,12000,20000,30500,520,12500,21000,31500,50,12500,18500,28000,20,8000,14000,26000,50,10500,22500,27000,45,16000,20000,29500,65,13000,22500,37000,130,13500,22000,34500,60,12500,19500,30500,40,10500,17000,26000,60,14500,23500,36000,55,12500,19000,27500,NA,NA,NA,NA,175,9500,18500,28500,NA,NA,NA,NA,40,10500,22000,29500
CAH23-01,01,03,840,19500,26500,33500,755,21000,27000,34500,90,17000,22500,28500,40,19500,21000,24500,50,18000,22000,29500,35,20500,27500,35000,85,23000,27500,34000,115,23500,29500,37000,80,17000,27000,36000,65,16000,22500,28000,200,25500,30500,39500,30,13000,19500,28000,NA,NA,NA,NA,50,16500,22500,26500,20,13000,20000,25000,NA,NA,NA,NA
CAH23-01,01,04,80,15500,18500,24000,30,16500,23000,27500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,15500,18500,23500,NA,NA,NA,NA,NA,NA,NA,NA
CAH23-01,02,03,4230,13500,23000,33000,3660,13500,23000,33000,360,11500,21500,31000,95,14500,22000,33000,335,13000,22500,31500,305,14000,23500,34000,595,13500,22500,32000,750,14000,24000,35000,495,12500,21500,30000,290,14500,23000,30500,445,15500,27000,36500,180,13000,21500,29000,20,9000,24500,37000,315,15500,25000,34000,45,13000,21500,33000,20,18500,28500,36500
CAH23-01,02,04,760,12000,20000,30500,520,12500,21000,31500,50,12500,18500,28000,20,8000,14000,26000,50,10500,22500,27000,45,16000,20000,29500,65,13000,22500,37000,130,13500,22000,34500,60,12500,19500,30500,40,10500,17000,26000,60,14500,23500,36000,55,12500,19000,27500,NA,NA,NA,NA,175,9500,18500,28500,NA,NA,NA,NA,40,10500,22000,29500
CAH23-01-01,01,03,700,21000,28000,35000,630,22500,28000,36000,65,19000,24000,30500,35,19500,22000,24500,45,17000,21500,29500,35,20500,27500,35000,65,24000,28500,35000,105,25000,30500,40000,70,22500,28000,36500,30,22000,25500,33000,180,27000,31500,40500,30,13000,19500,28000,NA,NA,NA,NA,30,16500,22500,26000,NA,NA,NA,NA,NA,NA,NA,NA
CAH23-01-01,01,04,60,16500,19000,25000,25,18500,23500,29500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,15500,18500,23500,NA,NA,NA,NA,NA,NA,NA,NA
CAH23-01-01,02,03,3485,14000,24000,34500,3030,14000,24000,34500,310,12000,22500,33000,80,15500,23500,34500,270,13000,22500,33000,265,15000,24000,35000,490,13500,23500,34500,610,14500,25000,37000,415,13000,22500,30500,235,15000,23500,31500,360,15500,27000,35500,125,14000,23000,34500,15,14000,24500,37000,265,15000,25500,34000,35,13000,23500,32500,15,16500,27000,36000
CAH23-01-01,02,04,615,12000,20500,31500,400,12500,21500,32000,45,12500,18500,28000,NA,NA,NA,NA,35,10500,22000,28500,35,15500,22500,32000,50,13000,23500,37000,95,14000,23000,34500,45,10500,19500,28500,35,11500,17000,26000,50,14500,26000,40000,45,13000,19000,29000,NA,NA,NA,NA,155,9500,18500,29000,NA,NA,NA,NA,40,10000,20500,30000
CAH23-01-02,01,03,40,13500,19500,25500,40,13500,19500,25500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,12000,18500,22500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH23-01-02,02,03,15,19000,24500,26500,15,19000,24500,26500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAH23-01-02,02,04,45,17000,23500,29000,30,18000,23500,30500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
